CLASS,DESCRIPTION,CODE,SYSTEM
observation,Human metapneumovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,92134-6,LOINC
observation,Adenovirus A+B+C+D+E DNA [Presence] in Respiratory specimen by NAA with probe detection,94040-3,LOINC
observation,SARS-CoV-2 RNA Pnl Resp NAA+probe,94531-1,LOINC
observation,Priority Level,X9999-2,LOINC
observation,Operative Status Value,X9999-1,LOINC
observation,Erythrocyte distribution width [Ratio] by Automated count,788-0,LOINC
observation,Glucose [Mass/volume] in Serum or Plasma,2345-7,LOINC
observation,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC
observation,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC
observation,Calcium [Mass/volume] in Serum or Plasma,17861-6,LOINC
observation,Sodium [Moles/volume] in Serum or Plasma,2951-2,LOINC
observation,Potassium [Moles/volume] in Serum or Plasma,2823-3,LOINC
observation,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC
observation,Carbon dioxide  total [Moles/volume] in Serum or Plasma,2028-9,LOINC
observation,Protein [Mass/volume] in Serum or Plasma,2885-2,LOINC
observation,Albumin [Mass/volume] in Serum or Plasma,1751-7,LOINC
observation,Bilirubin.total [Mass/volume] in Serum or Plasma,1975-2,LOINC
observation,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,6768-6,LOINC
observation,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1742-6,LOINC
observation,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC
observation,Magnesium [Mass/volume] in Serum or Plasma,19123-9,LOINC
observation,Phosphate [Mass/volume] in Serum or Plasma,2777-1,LOINC
observation,Prothrombin time (PT),5902-2,LOINC
observation,INR in Platelet poor plasma by Coagulation assay,6301-6,LOINC
observation,aPTT in Blood by Coagulation assay,3173-2,LOINC
observation,pH of Arterial blood,2744-1,LOINC
observation,Carbon dioxide [Partial pressure] in Arterial blood,2019-8,LOINC
observation,Oxygen [Partial pressure] in Arterial blood,2703-7,LOINC
observation,Bicarbonate [Moles/volume] in Arterial blood,1960-4,LOINC
observation,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,89579-7,LOINC
observation,Thyrotropin [Units/volume] in Serum or Plasma,3016-3,LOINC
observation,Glucose [Presence] in Urine by Test strip,25428-4,LOINC
observation,Bilirubin.total [Presence] in Urine by Test strip,5770-3,LOINC
observation,Ketones [Presence] in Urine by Test strip,2514-8,LOINC
observation,Specific gravity of Urine by Test strip,5811-5,LOINC
observation,pH of Urine by Test strip,5803-2,LOINC
observation,Protein [Presence] in Urine by Test strip,20454-5,LOINC
observation,Nitrite [Presence] in Urine by Test strip,5802-4,LOINC
observation,Hemoglobin [Presence] in Urine by Test strip,5794-3,LOINC
observation,Leukocyte esterase [Presence] in Urine by Test strip,5799-2,LOINC
observation,Left ventricular Ejection fraction,10230-1,LOINC
observation,Activated clotting time (ACT) of Blood by Coagulation assay,3184-9,LOINC
observation,pH of Venous blood,2746-6,LOINC
observation,Carbon dioxide [Partial pressure] in Venous blood,2021-4,LOINC
observation,Oxygen [Partial pressure] in Venous blood,2705-2,LOINC
observation,Bicarbonate [Moles/volume] in Venous blood,14627-4,LOINC
observation,Carbon dioxide  total [Moles/volume] in Venous blood,2027-1,LOINC
observation,Procedure Narrative,29554-3,LOINC
observation,Influenza virus A Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,80382-5,LOINC
observation,Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,80383-3,LOINC
observation,Patient Health Questionnaire 9 item (PHQ-9) total score [Reported],44261-6,LOINC
observation,Polyp size greatest dimension,33756-8,LOINC
observation,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,57905-2,LOINC
observation,Globulin [Mass/volume] in Serum by calculation,10834-0,LOINC
observation,What number best describes how pain has interfered with your general activity during the past week,91146-1,LOINC
observation,What number best describes how pain has interfered with your enjoyment of life during the past week,91145-3,LOINC
observation,Pain severity in the past week - 0-10 numeric rating [Reported],75893-8,LOINC
observation,Drugs of abuse 5 panel - Urine by Screen method,65750-2,LOINC
observation,Hematocrit [Volume Fraction] of Blood,20570-8,LOINC
observation,Pain severity - Reported,38208-5,LOINC
observation,DXA Radius and Ulna [T-score] Bone density,38265-5,LOINC
observation,Fall risk total [Morse Fall Scale],59460-6,LOINC
observation,Fall risk level [Morse Fall Scale],59461-4,LOINC
observation,Appearance of Urine,5767-9,LOINC
observation,Odor of Urine,34533-0,LOINC
observation,Clarity of Urine,32167-9,LOINC
observation,Color of Urine,5778-6,LOINC
observation,Glucose [Mass/volume] in Urine by Test strip,5792-7,LOINC
observation,Bilirubin.total [Mass/volume] in Urine by Test strip,20505-4,LOINC
observation,Ketones [Mass/volume] in Urine by Test strip,5797-6,LOINC
observation,Protein [Mass/volume] in Urine by Test strip,5804-0,LOINC
observation,Weight difference [Mass difference] --pre dialysis - post dialysis,74006-8,LOINC
observation,Glucose,2339-0,LOINC
observation,Urea Nitrogen,6299-2,LOINC
observation,Creatinine,38483-4,LOINC
observation,Calcium,49765-1,LOINC
observation,Sodium,2947-0,LOINC
observation,Potassium,6298-4,LOINC
observation,Chloride,2069-3,LOINC
observation,Carbon Dioxide,20565-8,LOINC
observation,Glomerular filtration rate/1.73 sq M.predicted,33914-3,LOINC
observation,Peanut IgE Ab [Units/volume] in Serum,6206-7,LOINC
observation,Walnut IgE Ab [Units/volume] in Serum,6273-7,LOINC
observation,Codfish IgE Ab [Units/volume] in Serum,6082-2,LOINC
observation,Shrimp IgE Ab [Units/volume] in Serum,6246-3,LOINC
observation,Wheat IgE Ab [Units/volume] in Serum,6276-0,LOINC
observation,Egg white IgE Ab [Units/volume] in Serum,6106-9,LOINC
observation,Soybean IgE Ab [Units/volume] in Serum,6248-9,LOINC
observation,Cow milk IgE Ab [Units/volume] in Serum,7258-7,LOINC
observation,White oak IgE Ab [Units/volume] in Serum,6189-5,LOINC
observation,Common Ragweed IgE Ab [Units/volume] in Serum,6085-5,LOINC
observation,Cat dander IgE Ab [Units/volume] in Serum,6833-8,LOINC
observation,American house dust mite IgE Ab [Units/volume] in Serum,6095-4,LOINC
observation,Cladosporium herbarum IgE Ab [Units/volume] in Serum,6075-6,LOINC
observation,Honey bee IgE Ab [Units/volume] in Serum,6844-5,LOINC
observation,Latex IgE Ab [Units/volume] in Serum,6158-0,LOINC
observation,Cause of Death [US Standard Certificate of Death],69453-9,LOINC
observation,Neutrophils/100 leukocytes in Blood by Automated count,770-8,LOINC
observation,Lymphocytes/100 leukocytes in Blood by Automated count,736-9,LOINC
observation,Monocytes/100 leukocytes in Blood by Automated count,5905-5,LOINC
observation,Eosinophils/100 leukocytes in Blood by Automated count,713-8,LOINC
observation,Basophils/100 leukocytes in Blood by Automated count,706-2,LOINC
observation,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC
observation,Lymphocytes [#/volume] in Blood by Automated count,731-0,LOINC
observation,Monocytes [#/volume] in Blood by Automated count,742-7,LOINC
observation,Eosinophils [#/volume] in Blood by Automated count,711-2,LOINC
observation,Basophils [#/volume] in Blood by Automated count,704-7,LOINC
observation,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,48065-7,LOINC
observation,Ferritin [Mass/volume] in Serum or Plasma,2276-4,LOINC
observation,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,14804-9,LOINC
observation,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,2157-6,LOINC
observation,C reactive protein [Mass/volume] in Serum or Plasma,1988-5,LOINC
observation,Procalcitonin [Mass/volume] in Serum or Plasma,33959-8,LOINC
observation,Symptom,75325-1,LOINC
observation,NT-proBNP,33762-6,LOINC
observation,Iron [Mass/volume] in Serum or Plasma,2498-4,LOINC
observation,Iron binding capacity [Mass/volume] in Serum or Plasma,2500-7,LOINC
observation,Iron saturation [Mass Fraction] in Serum or Plasma,2502-3,LOINC
observation,Functional capacity NYHA,88020-3,LOINC
observation,Objective assessment of cardiovascular disease NYHA,88021-1,LOINC
observation,Total score [MMSE],72106-8,LOINC
observation,Physical findings of Prostate,32465-7,LOINC
observation,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC
observation,US Guidance for biopsy of Prostate,46288-7,LOINC
observation,Oxygen/Total gas setting [Volume Fraction] Ventilator,19994-3,LOINC
observation,Magnesium [Mass/volume] in Blood,21377-7,LOINC
observation,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Blood by Immunoassay,71425-3,LOINC
observation,Medication management note,70006-2,LOINC
observation,FEV1/FVC,19926-5,LOINC
observation,Withdrawal * as manifested by either of the following: a) Characteristic opioid withdrawal syndrome b) Same (or a closely related) substance is taken to relieve or avoid withdrawal symptoms,99999-11,LOINC
observation,Tolerance as defined by either of the following: a) Need for markedly increased amounts of opioids to achieve intoxication or desired effect b) Markedly diminished effect with continued use of the same amount of opioid,99999-10,LOINC
observation,Continued use despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by opioids.,99999-9,LOINC
observation,Recurrent opioid use in situations in which it is physically hazardous,99999-8,LOINC
observation,Important social  occupational  or recreational activities are given up or reduced because of opioid use,99999-7,LOINC
observation,Continued opioid use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of opioids,99999-6,LOINC
observation,Recurrent opioid use resulting in a failure to fulfill major role obligations at work  school  or home,99999-5,LOINC
observation,Craving or a strong desire to use opioids,99999-4,LOINC
observation,A great deal of time is spent in activities necessary to obtain the opioid  use the opioid  or recover from its effects,99999-3,LOINC
observation,There is a persistent desire or unsuccessful efforts to cut down or control opioid use,99999-2,LOINC
observation,Opioids are often taken in larger amounts or over a longer period than was intended,99999-1,LOINC
observation,Gram positive blood culture panel by Probe in Positive blood culture,88262-1,LOINC
observation,Capillary refill [Time] of Nail bed,44963-7,LOINC
observation,Oxygen saturation Calculated from oxygen partial pressure in Blood,2713-6,LOINC
observation,Lactate [Moles/volume] in Blood,32693-4,LOINC
observation,Mean blood pressure,8478-0,LOINC
observation,Overall summary score [KCCQ-12],86924-8,LOINC
observation,Mental health Outpatient Note,75443-2,LOINC
observation,Sexual orientation,76690-7,LOINC
observation,HIV status,55277-8,LOINC
observation,Abuse Status [OMAHA],28245-9,LOINC
observation,Are you covered by health insurance or some other kind of health care plan [PhenX],63513-6,LOINC
observation,History of Hospitalizations+Outpatient visits Narrative,46240-8,LOINC
observation,Percentage area affected by eczema Head and Neck [PhenX],66519-0,LOINC
observation,Percentage area affected by eczema Trunk [PhenX],66529-9,LOINC
observation,Percentage area affected by eczema Upper extremity - bilateral [PhenX],66524-0,LOINC
observation,Percentage area affected by eczema Lower extremity - bilateral [PhenX],66534-9,LOINC
observation,Mental health Telehealth Note,84215-3,LOINC
observation,Leukocytes [#/volume] in Blood,26464-8,LOINC
observation,Erythrocytes [#/volume] in Blood,26453-1,LOINC
observation,Hemoglobin,718-7,LOINC
observation,Hematocrit,20570-8,LOINC
observation,MCV,30428-7,LOINC
observation,RBC Distribution Width,30385-9,LOINC
observation,Platelet Count,26515-7,LOINC
observation,Total Bilirubin (Elevated),42719-5,LOINC
observation,ALT (Elevated),1742-6,LOINC
observation,AST (Elevated),1920-8,LOINC
observation,Anion Gap,33037-3,LOINC
observation,Protein,2885-2,LOINC
observation,Albumin,1751-7,LOINC
observation,Globulin,10834-0,LOINC
observation,Alkaline Phosphatase,6768-6,LOINC
observation,Physical findings of Abdomen by Palpation,80271-0,LOINC
observation,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,3024-7,LOINC
observation,HIV 1 Ab [Presence] in Serum,7917-8,LOINC
observation,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,24467-3,LOINC
observation,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,20447-9,LOINC
observation,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,85343-2,LOINC
observation,Tumor marker Cancer,21924-6,LOINC
observation,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,85344-0,LOINC
observation,Toxoplasma gondii Ab [Presence] in Serum,22577-1,LOINC
observation,Exercise stress test study,18752-6,LOINC
observation,PROMIS-10 Global Mental Health (GMH) score,71970-8,LOINC
observation,PROMIS-10 Global Physical Health (GPH) score,71972-4,LOINC
observation,PROMIS-29 Anxiety score,71968-2,LOINC
observation,PROMIS-29 Depression score,71966-6,LOINC
observation,PROMIS-29 Fatigue score,71964-1,LOINC
observation,PROMIS-29 Pain interference score,71962-5,LOINC
observation,PROMIS-29 Physical function score,71960-9,LOINC
observation,PROMIS-29 Satisfaction with participation in social roles score,71958-3,LOINC
observation,PROMIS-29 Sleep disturbance score,71956-7,LOINC
observation,Quality of life score [HOOS],72093-8,LOINC
observation,Sport-recreation score [HOOS],72094-6,LOINC
observation,Activities of daily living score [HOOS],72095-3,LOINC
observation,Pain score [HOOS],72097-9,LOINC
observation,Symptoms score [HOOS],72096-1,LOINC
observation,Interleukin 6 [Mass/volume] in Serum or Plasma,26881-3,LOINC
observation,Quality of life score [KOOS],72098-7,LOINC
observation,Sport-recreation score [KOOS],72099-5,LOINC
observation,Activities of daily living score [KOOS],72100-1,LOINC
observation,Pain score [KOOS],72102-7,LOINC
observation,Symptoms score [KOOS],72101-9,LOINC
observation,VR-12 Physical functioning (PF) score - oblique method,72016-9,LOINC
observation,VR-12 Role physical (RP) score - oblique method,72015-1,LOINC
observation,VR-12 Bodily pain (BP) score - oblique method,72014-4,LOINC
observation,VR-12 General health (GH) score - oblique method,72013-6,LOINC
observation,VR-12 Vitality (VT) score - oblique method,72012-8,LOINC
observation,VR-12 Social functioning (SF) score - oblique method,72011-0,LOINC
observation,VR-12 Role emotion (RE) score - oblique method,72010-2,LOINC
observation,VR-12 Mental health (MH) score - oblique method,72009-4,LOINC
